Id,LinearSVM,NaiveBayes,Random Forest,RBF G=0.02,Average,Prediction
10233,1,1,1,1,1,1
10234,1,1,1,1,1,1
10235,0,0,0,0,0,0
10236,1,1,1,0,0.75,1
10237,1,1,1,1,1,1
10238,1,1,1,1,1,1
10239,0,0,0,0,0,0
10240,1,1,1,1,1,1
10241,1,1,1,1,1,1
10242,0,1,0,0,0.25,0
10243,1,1,1,1,1,1
10244,1,1,1,1,1,1
10245,1,1,0,0,0.5,1
10246,1,1,1,1,1,1
10247,0,0,0,0,0,0
10248,1,1,1,1,1,1
10249,1,1,1,1,1,1
10250,1,1,1,1,1,1
10251,0,0,0,0,0,0
10252,1,1,1,1,1,1
10253,0,0,0,0,0,0
10254,1,1,1,1,1,1
10255,1,1,1,1,1,1
10256,1,1,1,1,1,1
10257,0,0,0,0,0,0
10258,1,1,1,1,1,1
10259,1,1,1,1,1,1
10260,0,0,0,0,0,0
10261,0,0,0,0,0,0
10262,0,1,1,0,0.5,1
10263,1,1,1,1,1,1
10264,1,1,1,1,1,1
10265,0,0,0,0,0,0
10266,0,0,0,0,0,0
10267,0,1,1,1,0.75,1
10268,0,0,0,0,0,0
10269,1,1,0,1,0.75,1
10270,1,1,1,1,1,1
10271,0,0,0,0,0,0
10272,0,0,0,0,0,0
10273,1,1,1,0,0.75,1
10274,0,0,0,0,0,0
10275,1,1,1,1,1,1
10276,1,1,1,1,1,1
10277,1,1,0,0,0.5,1
10278,1,1,1,1,1,1
10279,0,0,0,0,0,0
10280,0,0,0,0,0,0
10281,0,0,0,0,0,0
10282,1,1,0,1,0.75,1
10283,0,1,0,1,0.5,1
10284,0,0,0,0,0,0
10285,1,1,1,1,1,1
10286,1,1,1,1,1,1
10287,1,1,1,1,1,1
10288,1,1,1,1,1,1
10289,0,0,0,0,0,0
10290,0,1,0,0,0.25,0
10291,0,0,0,0,0,0
10292,0,0,0,0,0,0
10293,1,1,1,1,1,1
10294,0,0,0,0,0,0
10295,0,1,0,0,0.25,0
10296,1,1,0,0,0.5,1
10297,1,1,1,1,1,1
10298,0,0,0,0,0,0
10299,1,1,1,1,1,1
10300,0,1,0,0,0.25,0
10301,1,0,1,1,0.75,1
10302,0,0,1,1,0.5,1
10303,1,1,1,1,1,1
10304,0,0,0,0,0,0
10305,1,1,1,1,1,1
10306,0,0,0,0,0,0
10307,1,1,1,0,0.75,1
10308,0,0,0,0,0,0
10309,0,0,0,0,0,0
10310,1,1,1,1,1,1
10311,0,0,0,0,0,0
10312,1,1,1,1,1,1
10313,1,1,1,1,1,1
10314,0,0,0,0,0,0
10315,1,1,1,1,1,1
10316,0,0,0,0,0,0
10317,0,0,0,0,0,0
10318,0,0,0,0,0,0
10319,0,0,0,0,0,0
10320,1,1,1,1,1,1
10321,0,1,0,0,0.25,0
10322,0,0,0,0,0,0
10323,0,0,0,0,0,0
10324,0,0,0,0,0,0
10325,0,0,0,0,0,0
10326,0,0,0,0,0,0
10327,0,1,0,1,0.5,1
10328,1,1,1,1,1,1
10329,0,0,0,0,0,0
10330,0,0,0,0,0,0
10331,1,1,1,1,1,1
10332,1,1,1,1,1,1
10333,1,0,1,0,0.5,1
10334,1,1,1,1,1,1
10335,1,0,1,1,0.75,1
10336,0,0,0,0,0,0
10337,0,0,0,0,0,0
10338,1,1,1,1,1,1
10339,0,0,0,0,0,0
10340,0,0,0,0,0,0
10341,0,0,0,0,0,0
10342,1,1,1,1,1,1
10343,0,1,1,0,0.5,1
10344,1,1,1,1,1,1
10345,0,0,0,0,0,0
10346,1,1,1,1,1,1
10347,1,1,1,1,1,1
10348,0,0,0,0,0,0
10349,1,1,1,1,1,1
10350,1,1,0,1,0.75,1
10351,0,0,0,0,0,0
10352,0,1,0,0,0.25,0
10353,1,1,1,1,1,1
10354,1,0,1,1,0.75,1
10355,0,1,0,0,0.25,0
10356,0,0,0,0,0,0
10357,0,0,0,0,0,0
10358,1,1,1,1,1,1
10359,1,1,1,1,1,1
10360,1,1,1,1,1,1
10361,1,1,0,0,0.5,1
10362,1,1,1,1,1,1
10363,1,1,1,1,1,1
10364,0,0,0,0,0,0
10365,1,1,1,1,1,1
10366,1,1,1,1,1,1
10367,1,1,1,1,1,1
10368,1,1,1,1,1,1
10369,1,1,1,1,1,1
10370,1,0,1,1,0.75,1
10371,1,1,1,1,1,1
10372,1,1,1,1,1,1
10373,0,0,0,0,0,0
10374,1,1,1,1,1,1
10375,1,1,1,1,1,1
10376,1,1,1,1,1,1
10377,0,0,0,0,0,0
10378,0,0,0,0,0,0
10379,0,0,0,1,0.25,0
10380,1,1,0,1,0.75,1
10381,1,1,0,1,0.75,1
10382,1,1,1,1,1,1
10383,0,0,0,0,0,0
10384,1,1,1,1,1,1
10385,0,0,0,0,0,0
10386,1,1,1,1,1,1
10387,1,1,1,1,1,1
10388,0,0,0,0,0,0
10389,1,1,0,0,0.5,1
10390,1,1,1,1,1,1
10391,1,1,1,1,1,1
10392,0,0,0,0,0,0
10393,1,0,0,0,0.25,0
10394,1,1,1,1,1,1
10395,1,1,1,1,1,1
10396,1,1,1,1,1,1
10397,1,1,1,1,1,1
10398,0,0,0,0,0,0
10399,0,1,0,0,0.25,0
10400,0,0,0,0,0,0
10401,1,1,0,0,0.5,1
10402,0,0,0,0,0,0
10403,1,1,1,1,1,1
10404,1,1,1,1,1,1
10405,0,0,0,0,0,0
10406,1,1,1,1,1,1
10407,0,1,1,1,0.75,1
10408,1,1,1,1,1,1
10409,0,1,0,0,0.25,0
10410,1,1,1,1,1,1
10411,0,1,0,1,0.5,1
10412,0,1,0,0,0.25,0
10413,1,1,1,0,0.75,1
10414,1,1,1,1,1,1
10415,1,1,1,1,1,1
10416,0,0,0,0,0,0
10417,1,1,1,1,1,1
10418,0,1,0,1,0.5,1
10419,1,1,1,1,1,1
10420,0,0,0,0,0,0
10421,0,0,0,0,0,0
10422,0,0,0,0,0,0
10423,1,1,1,1,1,1
10424,0,0,0,0,0,0
10425,1,1,1,1,1,1
10426,1,1,1,1,1,1
10427,1,1,1,1,1,1
10428,1,1,1,1,1,1
10429,1,1,1,1,1,1
10430,0,0,0,0,0,0
10431,1,1,1,1,1,1
10432,1,1,1,1,1,1
10433,1,1,1,1,1,1
10434,1,1,1,1,1,1
10435,0,0,0,0,0,0
10436,1,1,1,1,1,1
10437,0,0,0,0,0,0
10438,1,1,1,1,1,1
10439,1,0,0,1,0.5,1
10440,1,1,1,1,1,1
10441,1,1,1,1,1,1
10442,1,1,1,1,1,1
10443,0,0,0,0,0,0
10444,0,0,0,1,0.25,0
10445,1,1,1,1,1,1
10446,1,1,1,1,1,1
10447,1,1,1,1,1,1
10448,1,1,1,1,1,1
10449,1,1,1,1,1,1
10450,1,1,1,1,1,1
10451,0,0,0,0,0,0
10452,0,0,0,0,0,0
10453,1,1,1,1,1,1
10454,1,1,1,1,1,1
10455,0,0,0,0,0,0
10456,1,1,1,1,1,1
10457,1,1,1,0,0.75,1
10458,0,1,0,0,0.25,0
10459,0,1,0,1,0.5,1
10460,0,0,0,0,0,0
10461,1,0,0,1,0.5,1
10462,1,1,1,1,1,1
10463,1,1,1,1,1,1
10464,0,0,0,0,0,0
10465,0,0,0,0,0,0
10466,1,0,0,0,0.25,0
10467,1,1,1,1,1,1
10468,1,1,1,1,1,1
10469,0,1,1,0,0.5,1
10470,1,1,1,1,1,1
10471,0,0,0,0,0,0
10472,0,0,0,0,0,0
10473,1,1,1,1,1,1
10474,1,1,1,1,1,1
10475,0,0,0,0,0,0
10476,1,1,1,1,1,1
10477,1,1,1,1,1,1
10478,1,1,0,1,0.75,1
10479,1,1,1,1,1,1
10480,1,1,1,0,0.75,1
10481,1,1,1,1,1,1
10482,1,1,1,1,1,1
10483,0,0,0,0,0,0
10484,0,0,0,0,0,0
10485,1,0,1,1,0.75,1
10486,0,0,0,0,0,0
10487,1,1,1,1,1,1
10488,1,1,1,1,1,1
10489,1,1,1,1,1,1
10490,1,1,1,1,1,1
10491,0,0,0,0,0,0
10492,0,0,0,0,0,0
10493,1,1,1,1,1,1
10494,1,1,1,1,1,1
10495,1,1,1,1,1,1
10496,0,1,0,0,0.25,0
10497,1,1,1,1,1,1
10498,1,1,1,1,1,1
10499,0,0,0,0,0,0
10500,0,0,0,0,0,0
10501,1,1,1,1,1,1
10502,1,1,1,1,1,1
10503,0,0,0,0,0,0
10504,0,0,0,0,0,0
10505,0,0,0,0,0,0
10506,1,1,1,0,0.75,1
10507,0,0,0,0,0,0
10508,1,1,1,1,1,1
10509,1,1,1,1,1,1
10510,1,1,1,1,1,1
10511,1,1,1,1,1,1
10512,1,1,1,1,1,1
10513,1,0,1,1,0.75,1
10514,0,0,0,0,0,0
10515,0,0,0,0,0,0
10516,1,1,1,1,1,1
10517,1,1,1,1,1,1
10518,0,0,0,0,0,0
10519,0,0,0,0,0,0
10520,0,0,0,0,0,0
10521,0,1,0,0,0.25,0
10522,1,1,1,1,1,1
10523,1,1,0,0,0.5,1
10524,0,0,0,1,0.25,0
10525,0,1,1,0,0.5,1
10526,1,1,1,1,1,1
10527,0,0,0,0,0,0
10528,0,0,0,0,0,0
10529,1,1,1,1,1,1
10530,0,0,0,0,0,0
10531,0,0,0,0,0,0
10532,0,0,0,0,0,0
10533,1,1,1,1,1,1
10534,0,1,0,0,0.25,0
10535,0,0,0,0,0,0
10536,0,0,0,0,0,0
10537,0,0,0,0,0,0
10538,0,0,0,0,0,0
10539,0,0,0,0,0,0
10540,1,1,1,1,1,1
10541,1,1,1,1,1,1
10542,0,0,0,0,0,0
10543,0,0,0,0,0,0
10544,1,1,1,1,1,1
10545,0,0,0,0,0,0
10546,1,1,1,1,1,1
10547,1,1,1,1,1,1
10548,0,0,0,0,0,0
10549,0,1,1,1,0.75,1
10550,1,1,1,1,1,1
10551,1,1,1,1,1,1
10552,1,1,1,1,1,1
10553,1,1,1,1,1,1
10554,1,1,1,1,1,1
10555,1,1,0,1,0.75,1
10556,0,0,0,0,0,0
10557,0,0,0,0,0,0
10558,0,1,0,0,0.25,0
10559,1,1,0,1,0.75,1
10560,0,1,1,1,0.75,1
10561,1,1,1,1,1,1
10562,1,1,1,1,1,1
10563,0,0,0,0,0,0
10564,1,1,1,0,0.75,1
10565,1,1,1,1,1,1
10566,1,1,1,1,1,1
10567,0,0,0,0,0,0
10568,0,0,0,0,0,0
10569,1,1,1,1,1,1
10570,1,1,0,1,0.75,1
10571,1,1,1,1,1,1
10572,1,1,1,1,1,1
10573,1,1,0,1,0.75,1
10574,1,0,0,1,0.5,1
10575,1,1,1,1,1,1
10576,1,1,1,1,1,1
10577,0,0,0,0,0,0
10578,1,1,1,1,1,1
10579,1,1,1,1,1,1
10580,1,1,1,1,1,1
10581,1,1,0,1,0.75,1
10582,1,1,1,1,1,1
10583,1,0,0,0,0.25,0
10584,0,0,0,0,0,0
10585,0,0,0,0,0,0
10586,0,1,1,0,0.5,1
10587,1,1,1,1,1,1
10588,0,0,0,1,0.25,0
10589,0,0,0,1,0.25,0
10590,1,1,1,1,1,1
10591,1,1,1,1,1,1
10592,1,1,1,1,1,1
10593,0,0,0,0,0,0
10594,0,0,0,0,0,0
10595,1,1,1,1,1,1
10596,1,1,1,1,1,1
10597,1,1,1,1,1,1
10598,0,0,0,0,0,0
10599,1,1,1,1,1,1
10600,0,0,0,0,0,0
10601,0,0,0,0,0,0
10602,0,0,0,0,0,0
10603,0,1,0,0,0.25,0
10604,0,0,0,0,0,0
10605,0,0,0,0,0,0
10606,0,0,0,0,0,0
10607,1,1,1,1,1,1
10608,0,0,0,0,0,0
10609,1,1,1,1,1,1
10610,1,1,1,1,1,1
10611,1,1,1,1,1,1
10612,1,1,1,1,1,1
10613,0,0,0,0,0,0
10614,0,1,0,0,0.25,0
10615,0,1,0,0,0.25,0
10616,0,0,0,0,0,0
10617,1,1,1,1,1,1
10618,1,1,1,1,1,1
10619,1,1,1,1,1,1
10620,1,1,1,1,1,1
10621,0,1,0,0,0.25,0
10622,1,1,1,1,1,1
10623,1,0,0,0,0.25,0
10624,1,1,1,1,1,1
10625,1,1,1,1,1,1
10626,1,1,1,1,1,1
10627,1,1,1,1,1,1
10628,1,1,1,1,1,1
10629,1,1,0,1,0.75,1
10630,0,0,0,0,0,0
10631,0,0,0,0,0,0
10632,1,1,1,1,1,1
10633,1,1,1,1,1,1
10634,1,1,1,1,1,1
10635,1,1,1,1,1,1
10636,0,0,0,0,0,0
10637,0,1,1,0,0.5,1
10638,1,1,1,1,1,1
10639,0,0,0,0,0,0
10640,0,0,0,0,0,0
10641,0,0,0,0,0,0
10642,0,0,0,0,0,0
10643,1,1,1,1,1,1
10644,1,1,1,0,0.75,1
10645,0,1,0,0,0.25,0
10646,0,0,0,0,0,0
10647,1,1,1,1,1,1
10648,1,1,0,1,0.75,1
10649,0,0,0,0,0,0
10650,1,1,1,1,1,1
10651,1,1,1,1,1,1
10652,0,1,0,0,0.25,0
10653,0,0,0,0,0,0
10654,0,0,0,0,0,0
10655,0,0,0,0,0,0
10656,1,1,1,1,1,1
10657,0,1,0,0,0.25,0
10658,1,1,1,1,1,1
10659,0,0,0,0,0,0
10660,0,0,0,0,0,0
10661,0,0,0,0,0,0
10662,1,1,1,1,1,1
10663,1,1,1,1,1,1
10664,1,1,1,1,1,1
10665,1,1,1,1,1,1
10666,0,1,0,0,0.25,0
10667,1,1,1,1,1,1
10668,1,1,1,1,1,1
10669,0,1,0,0,0.25,0
10670,1,1,1,1,1,1
10671,1,1,1,1,1,1
10672,0,0,0,0,0,0
10673,1,1,1,1,1,1
10674,1,1,1,1,1,1
10675,1,1,1,1,1,1
10676,1,1,1,1,1,1
10677,1,1,1,1,1,1
10678,0,0,0,0,0,0
10679,0,0,0,0,0,0
10680,1,1,1,1,1,1
10681,1,1,1,1,1,1
10682,0,0,0,0,0,0
10683,1,1,1,1,1,1
10684,0,0,0,0,0,0
10685,0,0,0,0,0,0
10686,1,1,1,1,1,1
10687,1,1,1,1,1,1
10688,0,0,0,0,0,0
10689,0,0,0,0,0,0
10690,1,1,1,1,1,1
10691,0,0,0,0,0,0
10692,0,0,0,0,0,0
10693,1,1,1,1,1,1
10694,1,1,1,1,1,1
10695,0,0,0,0,0,0
10696,0,0,0,0,0,0
10697,1,1,1,1,1,1
10698,0,0,0,0,0,0
10699,0,0,0,0,0,0
10700,1,1,1,1,1,1
10701,1,1,1,1,1,1
10702,0,0,0,0,0,0
10703,1,1,1,1,1,1
10704,1,1,1,1,1,1
10705,1,1,1,1,1,1
10706,1,1,1,1,1,1
10707,0,0,0,0,0,0
10708,1,1,1,1,1,1
10709,1,1,1,1,1,1
10710,0,0,0,0,0,0
10711,1,1,0,0,0.5,1
10712,1,1,1,1,1,1
10713,1,0,0,0,0.25,0
10714,1,0,0,1,0.5,1
10715,1,1,1,1,1,1
10716,0,1,1,0,0.5,1
10717,1,1,1,1,1,1
10718,1,1,1,1,1,1
10719,0,0,0,0,0,0
10720,0,0,0,0,0,0
10721,0,0,0,0,0,0
10722,1,1,1,0,0.75,1
10723,1,1,1,1,1,1
10724,1,1,1,1,1,1
10725,0,0,0,0,0,0
10726,0,0,0,0,0,0
10727,1,1,1,1,1,1
10728,1,1,0,1,0.75,1
10729,0,0,0,0,0,0
10730,1,1,1,1,1,1
10731,1,1,1,1,1,1
10732,0,0,0,0,0,0
10733,1,1,0,0,0.5,1
10734,1,1,1,0,0.75,1
10735,0,1,1,1,0.75,1
10736,1,1,1,1,1,1
10737,0,1,1,1,0.75,1
10738,0,0,0,0,0,0
10739,1,0,1,0,0.5,1
10740,0,0,0,0,0,0
10741,1,1,0,0,0.5,1
10742,1,1,1,1,1,1
10743,0,0,1,1,0.5,1
10744,0,0,0,0,0,0
10745,1,1,1,1,1,1
10746,0,0,0,0,0,0
10747,0,0,0,0,0,0
10748,0,0,0,0,0,0
10749,1,1,1,1,1,1
10750,1,1,1,1,1,1
10751,1,1,1,1,1,1
10752,0,0,0,0,0,0
10753,0,0,0,0,0,0
10754,1,1,1,1,1,1
10755,0,1,1,1,0.75,1
10756,0,0,0,0,0,0
10757,1,1,1,1,1,1
10758,0,1,0,0,0.25,0
10759,0,0,0,0,0,0
10760,0,1,0,0,0.25,0
10761,1,1,1,0,0.75,1
10762,0,0,0,0,0,0
10763,1,1,1,1,1,1
10764,0,0,0,0,0,0
10765,1,1,1,1,1,1
10766,1,1,1,1,1,1
10767,1,1,1,0,0.75,1
10768,1,1,1,1,1,1
10769,0,1,0,0,0.25,0
10770,1,1,1,1,1,1
10771,0,0,0,0,0,0
10772,0,0,0,0,0,0
10773,0,0,0,0,0,0
10774,1,1,1,0,0.75,1
10775,1,1,1,1,1,1
10776,1,1,1,1,1,1
10777,0,0,0,0,0,0
10778,0,0,0,1,0.25,0
10779,1,1,1,1,1,1
10780,1,1,0,0,0.5,1
10781,0,0,0,0,0,0
10782,0,1,1,0,0.5,1
10783,0,0,0,0,0,0
10784,1,1,1,1,1,1
10785,1,1,1,1,1,1
10786,1,1,1,1,1,1
10787,0,1,0,0,0.25,0
10788,0,0,0,0,0,0
10789,0,0,0,0,0,0
10790,0,0,0,0,0,0
10791,1,1,0,1,0.75,1
10792,0,1,0,0,0.25,0
10793,1,1,0,0,0.5,1
10794,1,1,1,1,1,1
10795,1,1,1,1,1,1
10796,1,1,1,1,1,1
10797,1,0,1,1,0.75,1
10798,1,1,1,0,0.75,1
10799,1,1,1,1,1,1
10800,0,0,0,0,0,0
10801,0,1,0,0,0.25,0
10802,0,0,1,0,0.25,0
10803,0,0,0,0,0,0
10804,1,1,1,1,1,1
10805,0,0,0,0,0,0
10806,0,1,0,0,0.25,0
10807,1,1,1,1,1,1
10808,1,1,1,0,0.75,1
10809,1,1,1,0,0.75,1
10810,1,1,1,1,1,1
10811,0,1,0,0,0.25,0
10812,0,0,0,0,0,0
10813,0,0,0,0,0,0
10814,1,1,1,1,1,1
10815,1,1,1,1,1,1
10816,1,1,1,1,1,1
10817,1,1,1,1,1,1
10818,1,1,1,1,1,1
10819,0,0,0,0,0,0
10820,1,1,0,1,0.75,1
10821,0,0,0,0,0,0
10822,1,1,1,1,1,1
10823,0,0,0,0,0,0
10824,0,0,0,0,0,0
10825,0,0,0,0,0,0
10826,1,1,1,1,1,1
10827,1,1,1,1,1,1
10828,0,0,0,0,0,0
10829,1,1,1,1,1,1
10830,1,1,1,1,1,1
10831,0,0,0,0,0,0
10832,0,1,0,0,0.25,0
10833,1,1,1,1,1,1
10834,1,1,1,1,1,1
10835,1,1,1,1,1,1
10836,1,1,1,1,1,1
10837,0,0,0,0,0,0
10838,0,0,0,0,0,0
10839,0,1,1,1,0.75,1
10840,1,1,1,1,1,1
10841,1,1,1,1,1,1
10842,0,0,0,0,0,0
10843,1,1,0,1,0.75,1
10844,0,0,0,0,0,0
10845,0,0,0,0,0,0
10846,1,1,1,1,1,1
10847,0,0,0,0,0,0
10848,1,1,1,1,1,1
10849,0,0,0,0,0,0
10850,0,0,0,0,0,0
10851,0,0,0,0,0,0
10852,1,1,1,1,1,1
10853,0,0,0,0,0,0
10854,0,0,0,1,0.25,0
10855,1,1,1,1,1,1
10856,1,1,1,1,1,1
10857,0,0,0,0,0,0
10858,0,0,0,0,0,0
10859,0,0,0,0,0,0
10860,1,1,0,0,0.5,1
10861,0,0,0,0,0,0
10862,0,0,0,0,0,0
10863,1,1,1,1,1,1
10864,0,1,0,0,0.25,0
10865,1,1,1,1,1,1
10866,1,1,1,1,1,1
10867,1,1,1,1,1,1
10868,1,1,0,0,0.5,1
10869,1,1,1,1,1,1
10870,1,1,1,1,1,1
10871,0,0,0,0,0,0
10872,1,0,1,0,0.5,1
10873,0,1,0,0,0.25,0
10874,1,1,1,1,1,1
10875,0,0,0,0,0,0
10876,1,1,1,1,1,1
10877,0,0,0,0,0,0
10878,1,1,1,1,1,1
10879,1,1,0,1,0.75,1
10880,0,0,0,0,0,0
10881,1,1,1,1,1,1
10882,1,1,1,1,1,1
10883,1,1,1,1,1,1
10884,1,1,1,1,1,1
10885,0,0,0,0,0,0
10886,1,1,1,1,1,1
10887,0,0,0,0,0,0
10888,1,1,1,1,1,1
10889,1,1,1,1,1,1
10890,1,1,1,1,1,1
10891,1,1,1,1,1,1
10892,1,1,1,0,0.75,1
10893,1,1,1,1,1,1
10894,1,1,1,1,1,1
10895,1,1,1,1,1,1
10896,1,1,1,1,1,1
10897,0,0,0,0,0,0
10898,0,0,0,0,0,0
10899,0,0,0,0,0,0
10900,1,1,1,1,1,1
10901,0,0,0,0,0,0
10902,0,1,0,0,0.25,0
10903,1,1,1,1,1,1
10904,1,1,1,1,1,1
10905,1,1,1,1,1,1
10906,1,1,1,1,1,1
10907,0,1,0,0,0.25,0
10908,1,1,1,1,1,1
10909,1,1,1,1,1,1
10910,0,0,0,0,0,0
10911,0,0,0,0,0,0
10912,0,1,0,0,0.25,0
10913,0,1,0,0,0.25,0
10914,1,0,0,1,0.5,1
10915,0,0,0,0,0,0
10916,0,1,0,0,0.25,0
10917,1,1,1,1,1,1
10918,0,1,0,0,0.25,0
10919,0,0,0,0,0,0
10920,1,1,1,1,1,1
10921,1,1,1,1,1,1
10922,1,1,1,1,1,1
10923,1,1,0,0,0.5,1
10924,0,0,0,0,0,0
10925,0,0,0,0,0,0
10926,1,1,1,1,1,1
10927,0,0,0,0,0,0
10928,0,0,0,0,0,0
10929,0,0,0,0,0,0
10930,1,1,0,1,0.75,1
10931,0,0,0,0,0,0
10932,1,1,1,1,1,1
10933,0,0,0,0,0,0
10934,0,0,0,0,0,0
10935,0,0,0,1,0.25,0
10936,1,1,1,1,1,1
10937,1,0,1,1,0.75,1
10938,1,1,1,1,1,1
10939,0,0,0,0,0,0
10940,0,0,0,0,0,0
10941,1,0,0,1,0.5,1
10942,0,0,0,0,0,0
10943,1,1,1,1,1,1
10944,0,1,0,0,0.25,0
10945,0,0,0,0,0,0
10946,0,0,0,0,0,0
10947,0,0,0,0,0,0
10948,1,1,1,1,1,1
10949,0,0,0,0,0,0
10950,0,0,0,0,0,0
10951,0,0,0,0,0,0
10952,1,1,1,1,1,1
10953,1,1,1,1,1,1
10954,0,0,0,0,0,0
10955,0,0,0,0,0,0
10956,0,0,0,0,0,0
10957,1,1,1,1,1,1
10958,1,1,1,1,1,1
10959,0,0,0,0,0,0
10960,0,0,0,0,0,0
10961,0,0,0,0,0,0
10962,0,1,0,0,0.25,0
10963,1,1,1,1,1,1
10964,1,1,1,1,1,1
10965,0,0,0,0,0,0
10966,0,1,0,0,0.25,0
10967,0,0,0,0,0,0
10968,1,1,1,1,1,1
10969,0,0,0,0,0,0
10970,1,1,1,1,1,1
10971,0,1,0,0,0.25,0
10972,0,0,0,0,0,0
10973,0,0,0,0,0,0
10974,0,0,0,0,0,0
10975,1,1,1,1,1,1
10976,0,0,0,0,0,0
10977,1,1,1,1,1,1
10978,1,1,0,1,0.75,1
10979,1,1,1,1,1,1
10980,1,1,1,0,0.75,1
10981,1,1,1,1,1,1
10982,1,1,1,1,1,1
10983,0,0,0,0,0,0
10984,1,1,1,1,1,1
10985,0,0,0,0,0,0
10986,0,0,0,0,0,0
10987,1,1,1,1,1,1
10988,0,0,0,0,0,0
10989,1,1,1,1,1,1
10990,1,1,1,1,1,1
10991,1,1,1,1,1,1
10992,1,1,1,1,1,1
10993,0,0,0,0,0,0
10994,0,0,0,0,0,0
10995,0,0,0,0,0,0
10996,0,0,0,0,0,0
10997,0,1,1,1,0.75,1
10998,0,0,0,0,0,0
10999,0,0,0,0,0,0
11000,1,1,1,1,1,1
11001,1,1,1,1,1,1
11002,1,1,1,1,1,1
11003,1,1,0,1,0.75,1
11004,1,1,1,1,1,1
11005,1,1,1,1,1,1
11006,0,0,0,0,0,0
11007,0,0,0,0,0,0
11008,1,1,1,1,1,1
11009,1,1,1,1,1,1
11010,0,0,0,0,0,0
11011,1,1,1,1,1,1
11012,0,0,0,0,0,0
11013,1,1,1,1,1,1
11014,1,1,1,1,1,1
11015,1,1,0,1,0.75,1
11016,1,1,0,1,0.75,1
11017,1,1,1,1,1,1
11018,1,1,1,1,1,1
11019,1,1,1,1,1,1
11020,1,1,1,1,1,1
11021,1,1,1,1,1,1
11022,0,1,0,0,0.25,0
11023,0,1,0,0,0.25,0
11024,0,0,0,0,0,0
11025,0,0,0,0,0,0
11026,0,0,0,0,0,0
11027,1,1,1,1,1,1
11028,0,1,0,0,0.25,0
11029,1,1,1,1,1,1
11030,0,0,0,0,0,0
11031,1,1,1,1,1,1
11032,0,0,0,0,0,0
11033,1,1,1,1,1,1
11034,0,0,0,0,0,0
11035,0,0,0,0,0,0
11036,1,1,1,1,1,1
11037,0,0,0,0,0,0
11038,1,1,0,1,0.75,1
11039,0,0,0,0,0,0
11040,0,1,0,0,0.25,0
11041,1,1,1,1,1,1
11042,1,1,1,1,1,1
11043,0,0,0,0,0,0
11044,0,0,0,0,0,0
11045,1,1,1,1,1,1
11046,1,1,1,1,1,1
11047,0,0,0,0,0,0
11048,1,1,0,1,0.75,1
11049,0,0,0,0,0,0
11050,0,0,0,0,0,0
11051,0,0,0,0,0,0
11052,0,0,0,0,0,0
11053,0,0,0,0,0,0
11054,0,0,0,0,0,0
11055,1,1,1,1,1,1
11056,1,1,1,1,1,1
11057,0,0,0,0,0,0
11058,1,1,1,1,1,1
11059,0,0,0,0,0,0
11060,0,0,0,0,0,0
11061,0,0,0,0,0,0
11062,1,1,1,1,1,1
11063,0,0,0,0,0,0
11064,1,1,0,0,0.5,1
11065,0,0,0,0,0,0
11066,0,0,0,0,0,0
11067,1,1,1,1,1,1
11068,1,1,1,1,1,1
11069,1,1,1,1,1,1
11070,1,1,1,1,1,1
11071,1,1,1,1,1,1
11072,0,0,0,0,0,0
11073,1,1,1,1,1,1
11074,0,0,0,0,0,0
11075,1,1,1,1,1,1
11076,1,1,1,1,1,1
11077,0,0,0,0,0,0
11078,1,1,1,1,1,1
11079,0,0,0,0,0,0
11080,1,1,1,1,1,1
11081,0,0,0,0,0,0
11082,1,1,1,1,1,1
11083,0,0,1,0,0.25,0
11084,0,0,0,0,0,0
11085,1,1,1,1,1,1
11086,1,1,1,1,1,1
11087,0,0,0,0,0,0
11088,1,1,1,1,1,1
11089,1,1,1,1,1,1
11090,1,0,0,0,0.25,0
11091,0,0,0,0,0,0
11092,1,1,1,1,1,1
11093,1,1,1,1,1,1
11094,0,0,0,0,0,0
11095,1,1,1,1,1,1
11096,0,0,0,0,0,0
11097,0,0,0,0,0,0
11098,1,1,1,1,1,1
11099,0,0,0,0,0,0
11100,1,1,1,1,1,1
11101,0,0,0,0,0,0
11102,0,0,0,0,0,0
11103,1,1,1,1,1,1
11104,1,1,0,1,0.75,1
11105,1,1,1,1,1,1
11106,0,0,0,0,0,0
11107,1,1,1,0,0.75,1
11108,1,1,1,1,1,1
11109,1,1,1,1,1,1
11110,1,1,1,1,1,1
11111,1,1,1,1,1,1
11112,1,1,1,1,1,1
11113,0,0,0,0,0,0
11114,1,1,1,1,1,1
11115,1,1,1,1,1,1
11116,1,1,1,1,1,1
11117,1,1,1,1,1,1
11118,1,1,1,1,1,1
11119,0,1,0,0,0.25,0
11120,1,1,1,1,1,1
11121,1,1,0,0,0.5,1
11122,0,0,0,0,0,0
11123,1,1,1,1,1,1
11124,0,0,0,0,0,0
11125,0,0,0,0,0,0
11126,0,0,0,0,0,0
11127,0,1,0,0,0.25,0
11128,0,0,0,0,0,0
11129,1,1,1,1,1,1
11130,1,1,1,1,1,1
11131,1,1,1,1,1,1
11132,1,1,1,1,1,1
11133,1,1,0,1,0.75,1
11134,1,1,1,1,1,1
11135,0,1,0,0,0.25,0
11136,1,1,0,0,0.5,1
11137,1,1,1,1,1,1
11138,0,1,0,0,0.25,0
11139,0,0,0,0,0,0
